"session","created","modified","ended","expired","respondentID","doePath","doe","autoAttendantImg_beg","pageTime3","pageTime4","transportMode_regular","transportMode_regularOther","transportMode_occassionally","transportMode_occassionallyOther","transportMode_never","pageTime5","modeChangeBus","modeChangeRail","modeChangeRH","modeChangeSharedRH","pageTime6","avFamiliarity","automationComfort","transportCosts","avSafety","avBenefit","transportOptions","sharingWillingness","ptAccess","vehicleAccess","environmentConsid","pageTime7","pageTime8","pageTime9","pageTime10","attentionCheck","attentionScreenout"
"4uCiZIIaPWMao63Ym0TNVYJODatRTS21htlZLV-yfSPOCEL_zfafMwKpaq3Mt23-","2021-10-09 23:26:30","2021-10-09 23:32:47","2021-10-09 23:32:48","","1473","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 23:26:31","2021-10-09 23:28:00","personalVehicle","","personalVehicle, bus, RH","","metroaccess","2021-10-09 23:29:35","less","less","same","less","2021-10-09 23:29:35","agreeStrong","agree","disagree","agree","disagreeStrong","agreeStrong","disagreeStrong","agree","agreeStrong","agree","2021-10-09 23:30:34","2021-10-09 23:30:44","2021-10-09 23:31:23","2021-10-09 23:32:24","attendant_no","0"
"Ooj5l5r9toHlbGtCauc-XbD2WMQrxzoknDMuDV6YjBSFW9TIDyK8DhAuIy4D0aEu","2021-10-09 23:40:25","","","","4722","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 23:40:26","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RwQIEZHs5HSfO2Z8JmsvXlTAdZxb64mIcSSJSX2NNbLceMlOHbDqpgI7db4uM-Pp","2021-10-09 23:48:01","2021-10-09 23:53:05","2021-10-09 23:53:06","","2539","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-09 23:48:02","2021-10-09 23:49:02","personalVehicle","","personalVehicle","","usedAll","2021-10-09 23:49:40","same","same","same","same","2021-10-09 23:49:40","agreeStrong","agreeStrong","disagree","agreeStrong","disagreeStrong","agreeStrong","agreeStrong","agreeStrong","agreeStrong","disagree","2021-10-09 23:50:50","2021-10-09 23:50:57","2021-10-09 23:52:08","2021-10-09 23:52:54","attendant_no","0"
"LFYNLmg8mikI7_pY_GCreSr-gM1MgItvghm5hwn42EmVpDLxDrP9OdE-r0BVhlgq","2021-10-10 00:08:50","2021-10-10 00:14:07","2021-10-10 00:14:07","","4442","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 00:08:51","2021-10-10 00:10:02","rail, other","Bicycle ","bus","","metroaccess","2021-10-10 00:11:08","same","same","same","same","2021-10-10 00:11:08","agree","agreeStrong","neutral","agreeStrong","disagree","disagreeStrong","agreeStrong","agreeStrong","agreeStrong","disagreeStrong","2021-10-10 00:12:26","2021-10-10 00:12:35","2021-10-10 00:13:11","2021-10-10 00:13:57","attendant_no","0"
"yTXxrN8cnCFppN7ylrWc4CtBNQ75A6pevHtt2JKIS23aTBU0KE3cDNvsjqCILodb","2021-10-10 00:13:40","2021-10-10 00:24:39","2021-10-10 00:24:39","","1607","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 00:13:41","2021-10-10 00:14:07","personalVehicle","","personalVehicle","","RH, sharedRH, metroaccess","2021-10-10 00:22:23","neverUsed","less","neverUsed","neverUsed","2021-10-10 00:22:23","disagree","disagree","agree","disagree","neutral","neutral","disagree","agree","agree","disagree","2021-10-10 00:23:47","2021-10-10 00:23:54","2021-10-10 00:24:05","2021-10-10 00:24:25","attendant_no","0"
"wBjtbU79stYEDQktEAmmF69Yab4MI0L45vQ7yNdYSPFtaMx0rMUd5Y5ZAPc9mGvZ","2021-10-10 00:29:49","2021-10-10 00:36:07","2021-10-10 00:36:09","","3441","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 00:29:51","2021-10-10 00:31:22","personalVehicle","","personalVehicle","","RH, sharedRH","2021-10-10 00:32:36","same","same","neverUsed","neverUsed","2021-10-10 00:32:36","agree","disagreeStrong","disagree","disagree","agreeStrong","disagree","disagreeStrong","agree","agreeStrong","agree","2021-10-10 00:34:33","2021-10-10 00:34:46","2021-10-10 00:35:29","2021-10-10 00:35:58","attendant_no","0"
"ewBjD_JtVovJP_6sNNIdom27o0NXVPf0F33qDNIyZHjjmopKYmfADR2UBrKlrCbB","2021-10-10 00:40:42","2021-10-10 00:45:14","2021-10-10 00:45:15","","2168","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 00:40:44","2021-10-10 00:41:59","personalVehicle","","personalVehicle","","RH, sharedRH, metroaccess","2021-10-10 00:42:33","less","less","neverUsed","neverUsed","2021-10-10 00:42:33","agree","neutral","agree","neutral","agree","neutral","disagree","agreeStrong","agreeStrong","neutral","2021-10-10 00:43:46","2021-10-10 00:43:58","2021-10-10 00:44:32","2021-10-10 00:45:04","attendant_no","0"
"KOqlOZDeppIUk4Eurxb51uSlm4aalfc2DEZxRBcBo9ORT2JPy5me7y_UVqKDKTsP","2021-10-10 01:01:14","","","","49","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 01:01:16","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tGNvhmjkXlDMvyE5f82l9paLhYtoghHUAqBP9atksI9BHT9NE2QtvIjcifKKyIDR","2021-10-10 01:02:16","2021-10-10 01:04:57","2021-10-10 01:04:59","","2518","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 01:02:18","2021-10-10 01:03:13","personalVehicle","","rail","","metroaccess","2021-10-10 01:03:36","same","less","same","same","2021-10-10 01:03:36","agree","disagree","neutral","agree","disagree","agree","neutral","agree","agreeStrong","neutral","2021-10-10 01:04:24","2021-10-10 01:04:26","2021-10-10 01:04:40","2021-10-10 01:04:49","attendant_no","0"
"A_BQO6y45PK3eULnTDs3oY11ap9Bz4btHKMiFP0M46WCQjaxR-hYWSc8eAH9mThS","2021-10-10 01:15:37","2021-10-10 01:20:52","2021-10-10 01:20:52","","775","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 01:15:38","2021-10-10 01:16:34","personalVehicle","","bus","","RH, sharedRH, metroaccess","2021-10-10 01:17:47","less","less","neverUsed","neverUsed","2021-10-10 01:17:47","agreeStrong","disagreeStrong","neutral","disagree","agree","neutral","disagreeStrong","agree","agreeStrong","neutral","2021-10-10 01:19:40","2021-10-10 01:19:44","2021-10-10 01:20:12","2021-10-10 01:20:41","non_auto","1"
"c3m16TnkBa7CdCm0eopFcFvryIJrwX0ebT-YxJEU5kTVuC5-3dH5RbraV7DxdEJB","2021-10-10 01:28:11","2021-10-10 01:29:08","2021-10-10 01:29:08","","892","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 01:28:12","2021-10-10 01:28:19","personalVehicle, RH","","rail","","sharedRH","2021-10-10 01:28:34","same","same","less","more","2021-10-10 01:28:38","disagree","neutral","neutral","agree","disagree","agreeStrong","neutral","agree","agree","agreeStrong","2021-10-10 01:28:48","2021-10-10 01:28:50","2021-10-10 01:28:56","2021-10-10 01:28:59","attendant_no","0"
"8NQSNwHmxDMahXDyvA1q-HsSlQ0_C99ADfpzB4xDV84uuoiaWwoxw6BK9AXm20V9","2021-10-10 01:30:23","2021-10-10 01:35:02","2021-10-10 01:35:02","","236","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 01:30:24","2021-10-10 01:31:39","personalVehicle","","personalVehicle","","RH, sharedRH, metroaccess","2021-10-10 01:32:11","neverUsed","same","neverUsed","neverUsed","2021-10-10 01:32:11","agree","agreeStrong","disagreeStrong","agreeStrong","disagreeStrong","neutral","disagreeStrong","disagreeStrong","agreeStrong","agree","2021-10-10 01:34:01","2021-10-10 01:34:18","2021-10-10 01:34:36","2021-10-10 01:34:53","attendant_no","0"
"co_iySnVSyejerpH2_laPhPsDmUVyBaYYI_X7SfcSJNuN-lAeaRDhP3vkBJ1BZJ9","2021-10-10 01:31:09","2021-10-10 01:46:26","2021-10-10 01:46:26","","3315","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 01:31:10","2021-10-10 01:31:50","personalVehicle","","personalVehicle","","usedAll","2021-10-10 01:32:14","less","less","less","less","2021-10-10 01:32:14","agree","neutral","agree","agree","neutral","agree","neutral","agree","agree","neutral","2021-10-10 01:32:41","2021-10-10 01:42:35","2021-10-10 01:46:11","2021-10-10 01:46:17","attendant_no","0"
"OowypAGV4p2YgpJcPqJ5Uq3gbDUD_xQIYmGISM1UqTay9c1vHZWRnynMCJhHQJhT","2021-10-10 01:31:31","2021-10-10 01:39:50","2021-10-10 01:39:51","","2526","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 01:31:31","2021-10-10 01:33:13","personalVehicle, rail","","personalVehicle, rail","","sharedRH, metroaccess","2021-10-10 01:34:22","same","less","same","neverUsed","2021-10-10 01:34:22","agree","disagreeStrong","agreeStrong","disagree","agreeStrong","agree","disagreeStrong","neutral","agreeStrong","disagreeStrong","2021-10-10 01:36:21","2021-10-10 01:36:24","2021-10-10 01:37:29","2021-10-10 01:39:31","attendant_no","0"
"3CROAIp731Mu0ewY6dA98zDeZ4lwYG0bSPdpWyN63OWO-oFzbPqebBGlfOZX-OJs","2021-10-10 01:43:29","2021-10-10 01:43:33","","","226","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 01:43:29","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"v24b6RnpAinAIH_jgPOaUUQsW6DcP1ghKKql2mhQjc0SrNxJJgKVAbQhg5cCDIe6","2021-10-10 01:45:56","2021-10-10 01:53:00","2021-10-10 01:53:01","","3345","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 01:45:57","2021-10-10 01:47:25","bus","","RH","","personalVehicle","2021-10-10 01:48:43","more","more","less","neverUsed","2021-10-10 01:48:43","agree","neutral","neutral","neutral","agree","neutral","disagree","agreeStrong","neutral","agree","2021-10-10 01:50:45","2021-10-10 01:50:52","2021-10-10 01:51:49","2021-10-10 01:52:50","attendant_no","0"
"b_8SpeQhbF7F3xPY4dYgGps-UApNHV4I6c-7NH75lxlCxLkdKqz0WhfPYNbzsjvF","2021-10-10 01:53:33","2021-10-10 01:56:45","2021-10-10 01:56:45","","4311","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 01:53:34","2021-10-10 01:54:01","personalVehicle","","rail","","sharedRH, metroaccess","2021-10-10 01:55:05","less","less","less","neverUsed","2021-10-10 01:55:05","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","agreeStrong","agreeStrong","neutral","2021-10-10 01:55:57","2021-10-10 01:56:00","2021-10-10 01:56:11","2021-10-10 01:56:33","attendant_no","0"
"Pv5ZQzFG0PQDeDGK3c0puLqhTsKXdgeCYKSfdSl1GQPufziKH6W1iR12a7SZ9jaE","2021-10-10 02:21:29","2021-10-10 02:32:41","2021-10-10 02:32:41","","3616","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 02:21:30","2021-10-10 02:24:26","personalVehicle","","other","","sharedRH","2021-10-10 02:25:35","less","less","same","neverUsed","2021-10-10 02:25:35","agreeStrong","disagree","disagreeStrong","disagree","agree","disagreeStrong","disagreeStrong","agreeStrong","agreeStrong","disagree","2021-10-10 02:28:16","2021-10-10 02:28:25","2021-10-10 02:31:30","2021-10-10 02:32:27","attendant_no","0"
"BBPreLGZnCsbvpa2wHJTXHjR6VjK6RO6QRYh5DY6fomnMLOwadElsEn7I5Un9bYu","2021-10-10 02:56:15","2021-10-10 03:09:25","2021-10-10 03:09:25","","2481","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 02:56:16","2021-10-10 03:07:39","personalVehicle","","bus","","usedAll","2021-10-10 03:08:04","more","less","less","less","2021-10-10 03:08:04","neutral","disagreeStrong","disagree","disagree","neutral","neutral","disagreeStrong","agree","agree","agree","2021-10-10 03:09:02","2021-10-10 03:09:04","2021-10-10 03:09:11","2021-10-10 03:09:17","attendant_no","0"
"L5DNVtAoeth7_a5PpWXU9p6wG8wttFWgCAFgs5sR_LabrOCDZQouduL8hOIXOKCP","2021-10-10 02:56:46","2021-10-10 05:49:30","2021-10-10 05:49:30","","2249","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 02:56:47","2021-10-10 02:56:55","personalVehicle, bus, rail","","personalVehicle, bus","","personalVehicle, bus","2021-10-10 02:57:14","neverUsed","less","less","same","2021-10-10 04:56:17","disagree","neutral","neutral","agree","neutral","disagree","neutral","agree","neutral","agree","2021-10-10 05:49:09","2021-10-10 05:49:12","2021-10-10 05:49:20","2021-10-10 05:49:26","non_auto","1"
"vK0KOrj4QM6SuQvdU6gNP5YORt932BrIGc9LgdAuh-hf0fBmnUVexQ7Vz-3qDikX","2021-10-10 02:57:43","2021-10-10 02:59:07","2021-10-10 02:59:07","","1674","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 02:57:43","2021-10-10 02:57:55","personalVehicle","","rail","","metroaccess","2021-10-10 02:58:13","less","less","less","less","2021-10-10 02:58:24","agree","agree","disagree","agree","disagree","agree","agree","agree","agreeStrong","agreeStrong","2021-10-10 02:58:48","2021-10-10 02:58:51","2021-10-10 02:58:57","2021-10-10 02:59:01","attendant_no","0"
"OkDej0q_oH06EWm5ugp5cvuIgUWm34EsZSefzQN9K-J0b7-Lml9_JbB25o3vyUSD","2021-10-10 03:00:59","2021-10-10 03:04:53","2021-10-10 03:04:53","","2283","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 03:01:00","2021-10-10 03:02:01","personalVehicle","","personalVehicle, bus, RH","","usedAll","2021-10-10 03:02:49","less","less","less","less","2021-10-10 03:02:49","agree","neutral","neutral","neutral","agree","neutral","agree","neutral","agreeStrong","agree","2021-10-10 03:03:55","2021-10-10 03:04:12","2021-10-10 03:04:29","2021-10-10 03:04:42","attendant_no","0"
"qgDonhNLTytIBJyBSY2A-chTlPWUAzuGv_AQkU_xiHuoPZuPAeE6E1zE8EZZTdqS","2021-10-10 03:11:42","2021-10-10 03:16:09","2021-10-10 03:16:09","","2155","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 03:11:42","2021-10-10 03:13:07","personalVehicle","","personalVehicle","","sharedRH, metroaccess","2021-10-10 03:14:02","less","less","same","neverUsed","2021-10-10 03:14:02","agree","disagree","neutral","neutral","agree","disagree","disagree","disagree","neutral","agree","2021-10-10 03:15:10","2021-10-10 03:15:14","2021-10-10 03:15:37","2021-10-10 03:15:58","attendant_no","0"
"KkVPEmcgurXniILOGEZMz9DOx_yOO_X5ZXjc18hccD1mCiJSVT9TtRTX2BZi_bD-","2021-10-10 03:16:29","2021-10-10 03:22:00","2021-10-10 03:22:00","","2203","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 03:16:30","2021-10-10 03:17:49","bus, rail, other","Taxi","other","None","metroaccess","2021-10-10 03:19:33","less","less","neverUsed","neverUsed","2021-10-10 03:19:33","agree","disagreeStrong","neutral","disagree","neutral","disagreeStrong","disagreeStrong","agreeStrong","disagreeStrong","agree","2021-10-10 03:20:55","2021-10-10 03:21:00","2021-10-10 03:21:23","2021-10-10 03:21:50","attendant_no","0"
"bxO7MXGAGdxLOggTp0M3iMhE7enZqEABBEMwbtiUujBpVy-FRvymw6HysG7jUrvD","2021-10-10 03:17:34","2021-10-10 03:19:50","2021-10-10 03:19:51","","3129","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 03:17:35","2021-10-10 03:18:00","personalVehicle","","personalVehicle","","metroaccess","2021-10-10 03:18:29","less","less","less","less","2021-10-10 03:18:29","agree","neutral","disagree","neutral","neutral","agree","agree","agreeStrong","agreeStrong","neutral","2021-10-10 03:19:20","2021-10-10 03:19:25","2021-10-10 03:19:36","2021-10-10 03:19:41","attendant_no","0"
"t_t4CRSzRbZ0_UtKdZuq27poJZM1ScKt5N7CgWVwl1Jlu4Qs-FGEM3eyM5moqE-s","2021-10-10 03:23:56","2021-10-10 03:32:32","2021-10-10 03:32:32","","3064","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 03:23:57","2021-10-10 03:24:35","other","","other","","usedAll","2021-10-10 03:28:08","neverUsed","neverUsed","neverUsed","neverUsed","2021-10-10 03:28:08","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","disagreeStrong","2021-10-10 03:28:27","2021-10-10 03:28:41","2021-10-10 03:28:46","2021-10-10 03:31:48","attendant_no","0"
"QgaGX3KCQmS-2YCYVjwGhLTRrWtAI1bxJ3FEZTmb54fof646uc4T6Qom9TAsonYE","2021-10-10 03:34:53","2021-10-10 03:37:12","2021-10-10 03:37:13","","1115","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 03:34:54","2021-10-10 03:35:14","personalVehicle","","rail, RH","","metroaccess","2021-10-10 03:35:46","same","less","less","less","2021-10-10 03:36:01","agreeStrong","neutral","disagree","neutral","agree","agree","agree","agree","agreeStrong","disagree","2021-10-10 03:36:31","2021-10-10 03:36:36","2021-10-10 03:36:58","2021-10-10 03:37:03","attendant_no","0"
"r29e3Wts5ONKFUCIMrb5Uw7ubVH1EGup_W-ZWdoTadrIl55dtIQv58As75SOATKj","2021-10-10 03:44:18","2021-10-10 03:52:28","2021-10-10 03:52:28","","4087","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 03:44:19","2021-10-10 03:45:12","personalVehicle, bus","","personalVehicle, rail, RH","","sharedRH, metroaccess","2021-10-10 03:48:19","less","less","same","neverUsed","2021-10-10 03:48:19","agree","agreeStrong","agreeStrong","agreeStrong","disagree","agree","disagreeStrong","agreeStrong","agree","agreeStrong","2021-10-10 03:51:46","2021-10-10 03:51:48","2021-10-10 03:51:55","2021-10-10 03:52:14","attendant_no","0"
"HM9ILoMchM2zQMHbwcFr_kSISekLdXoWcLhdNK9s-kdGi8eUz_lgPrkkSZq0vupo","2021-10-10 03:47:59","2021-10-10 03:50:35","2021-10-10 03:50:35","","233","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 03:48:00","2021-10-10 03:48:53","personalVehicle","","personalVehicle","","RH","2021-10-10 03:49:18","same","same","same","same","2021-10-10 03:49:18","agree","disagreeStrong","agreeStrong","neutral","agree","agree","disagree","agreeStrong","agreeStrong","agree","2021-10-10 03:50:08","2021-10-10 03:50:10","2021-10-10 03:50:18","2021-10-10 03:50:23","attendant_no","0"
"qA0ZNomxWRe2tJTOPG2UDA8cizaq3AezhfxzDFoyHjQNYrKBzyoIBuTi64CP50TP","2021-10-10 03:52:29","2021-10-10 03:54:34","2021-10-10 03:54:34","","4121","https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/survey.csv","Array","'https://raw.githubusercontent.com/lkaplan25/AV_conjoint_survey/main/attendant_","2021-10-10 03:52:30","2021-10-10 03:52:53","personalVehicle","","bus, rail","","metroaccess","2021-10-10 03:53:29","same","more","less","less","2021-10-10 03:53:29","disagreeStrong","agree","agree","agree","agree","agree","agree","agree","agree","agreeStrong","2021-10-10 03:54:06","2021-10-10 03:54:08","2021-10-10 03:54:16","2021-10-10 03:54:23","attendant_no","0"
